,Sentence,Sentiment
4226,The value of the confirmed aircraft orders totals EUR 2bn .,neutral
6663,"Good News in History, June 5",positive
4070,"Glaston 's share GLA1V is listed on the NASDAQ OMX Helsinki , Mid Cap List .",neutral
5224,The order was worth EUR 8mn .,neutral
6517,New Epson Shredder Recycles Office Paper into New Sheets On the Spot,positive
5255,The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007 .,negative
3249,Earnings per share EPS in 2005 amounted to a loss of EUR1 .26 .,neutral
325,"The record date for dividend distribution is March 14 , 2008 .",neutral
6476,"Good News is Good For You, Reports WTOP Radio",positive
3432,Ingen is an established medical device manufacturer with an emerging new medical product line for the respiratory market worth an estimated $ 4 billion in the U.S. and $ 8 billion globally .,neutral
2508,"In addition to software development , the new design unit will provide for mechanical engineering and electronics design .",neutral
2957,"Neste Oil Corp. has signed long-term procurement contracts with Honkajoki Oy and Findest Protein Oy , both owned by Finnish food manufacturers , for the supply of animal fat for biodiesel production at Neste 's 200,000 b-cd Porvoo , Finland , refinery .",positive
6084,Minnesota Teens Hook Wallet Full of Cash on a Lake Then Return it to Iowa Farmer–WATCH,positive
1263,"$AAPL AAPL: Gundlach Slams iPad mini, Sees Downside to $425. http://stks.co/bDqV",negative
1537,The figure does not include food exports from Finland .,neutral
4628,"Risto Raty , Tekla 's executive vice president , said that Tekla Structures and ArchiCAD will cover the entire design and documentation workflow throughout a construction project .",neutral
4417,The use case dramatically narrows if you go only with the hot s Ltd.,neutral
5117,Finnish food industry companies HK Ruokatalo and Atria will form a joint venture company called L+ñnsi-Kalkkuna to produce turkey meat .,positive
4060,"However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said .",neutral
6213,Red Light Therapy Could Improve Your Eyesight After it Declines Due to Age,positive
1272,The final outcome of the rights offering is to be reported around 23 October 2009 .,neutral
2447,"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",negative
6035,Wildlife and Wetlands Return to Former Coal Mine,positive
1083,Earnings per share EPS amounted to EUR0 .01 .,neutral
239,"$TSLA steaming up again, this stock is relentless at the moment",positive
2071,Some of the lay-offs will be implemented using part-time employment contracts .,neutral
2666,$AAPL wants lower. up waves getting smaller on the 2 min,negative
1911,"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .",negative
4892,"Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce , the latter company said in a statement .",positive
2515,The company expects its net sales for the whole 2009 to remain below the 2008 level .,negative
6272,"Customer Leaves Entire $1,200 Stimulus Check as Generous Tip for Family-Owned Restaurant",positive
5284,The divested stake represented about 2.7 m shares in Okmetic 's capital .,neutral
5149,Chief Financial Officer Jim Heindlmeyer said Beyond Oblivion is in advanced talks with the four major recording companies about its service .,neutral
4831,"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources",positive
5612,down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,neutral
2207,"On 25 August 2009 , Sampo 's stake in Nordea was 19.45 % .",neutral
1432,"Following the acquisition , Relacom will strengthen its presence in Finland , serving operators and office market with mobile and fixed networks construction , installation and maintenance services .",positive
2917,"Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six weeks starting mid-May , it said .",neutral
4940,"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",positive
2276,The company said that its comparable operating profit for the January-June period fell short of last year 's corresponding performance .,neutral
6539,Beer Giant Commits to 100% Renewable Energy,positive
3424,"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services .",neutral
6881,Poor Earn Income From Trees – Without Felling Them,positive
6328,"After Mentoring Immigrant Teen, Sign Maker Is Paid Back Years Later",positive
411,"Microsoft also churned up its courtship , agreeing to use the Navteq mapping service , which is offered by a company Nokia bought for $ 8.1 billion a few years ago .",positive
4983,"The decision of the French Court relates to the claims raised by twenty-one former Aspocomp S.A.S employees , the company said .",neutral
6477,US Holiday Sales Make Solid Start Amidst Biggest Wall Street Rally in 75 Years,positive
3033,The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki .,neutral
4898,"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",positive
850,"Standard Chartered, RBS Escape Capital Raising in Stress Test",positive
5879,Homeless Community Cleans Up 24 Tons of Trash in San Jose,positive
1776,"The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo .",neutral
199,We offer our customers solutions based on renewable raw materials .,neutral
4636,"Tectia Corporation HEL : TEC1V , a provider of real-time security solutions , today announced that it has appointed LAN2LAN , a provider of IT services in the UK , to distribute its data security and manage file transfer software .",positive
1886,The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday .,negative
1423,"According to Honka Japan 's Managing Director Marko Saarelainen , Honkarakenne exports about 200 ready made log houses to Japan a year .",neutral
3529,"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",negative
2483,`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,neutral
6049,Bright Spot in Downturn: New Hiring Is Robust,positive
980,"Google, Inc. completes acquisition of ICOA, Inc. http://stks.co/nFEI $ICOA $GOOG",positive
2064,"For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year .",positive
5662,"In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 .",neutral
4686,"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",positive
962,NetApp downgraded by Macquarie to underperform. $22.00 PT. https://t.co/XCNgws0t4q $NTAP #NTAP via @RatingsNetwork,negative
6407,Free Online University Lectures Offer Eclectic Mix,positive
4483,"26 January 2011 - Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said yesterday its net loss narrowed to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier .",positive
2101,Sanoma announced the Stock Option Scheme 2008 on 19 December 2008 .,neutral
1695,Net profit in the same period in 2006 was 36.6 million euros .,neutral
2258,Each option right entitles the holder to subscribe for one new share at a subscription price of EUR0 .045 during the subscription period which ends on 31 December 2013 .,neutral
510,"Nyrstar has also agreed to supply to Talvivaara up to 150,000 tonnes of sulphuric acid per annum for use in Talvivaara 's leaching process during the period of supply of the zinc in concentrate .",positive
2929,"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",neutral
6246,Resources for Entrepreneurs,positive
4020,$TNH Looks like an explosive setup if it can break the 20EMA and 105 level http://stks.co/b1SVH,positive
5189,$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,negative
1923,"Local government commissioner of +àm+Ñl , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +àm+Ñl .",neutral
4200,"Also , a seven-year historic analysis is provided for these markets .",neutral
5683,"In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters .",negative
